gene,tpm,percentile,status
ZDHHC7,59.69,94.8,EXPRESSED
AASDH,59.6,94.8,EXPRESSED
SDHB,59.54,94.8,EXPRESSED
ROR2,59.38,94.8,EXPRESSED
COQ2,59.37,94.8,EXPRESSED
CLK4,59.36,94.8,EXPRESSED
ATP6V1D,59.36,94.8,EXPRESSED
TYW3,59.33,94.8,EXPRESSED
FXYD5,59.28,94.8,EXPRESSED
UBA5,59.25,94.8,EXPRESSED
B3GLCT,59.17,94.8,EXPRESSED
TRIP6,59.16,94.8,EXPRESSED
ZDHHC5,59.15,94.8,EXPRESSED
TPBG,59.1,94.8,EXPRESSED
TRMT13,59.07,94.8,EXPRESSED
RNF19B,59.03,94.8,EXPRESSED
DNAJB12,58.85,94.8,EXPRESSED
MPV17,58.84,94.8,EXPRESSED
KDSR,58.81,94.8,EXPRESSED
SUMF1,58.72,94.8,EXPRESSED
HTT,58.67,94.7,EXPRESSED
FMNL2,58.67,94.7,EXPRESSED
ARHGAP17,58.67,94.7,EXPRESSED
TRIM38,58.38,94.7,EXPRESSED
BTNL8,58.13,94.7,EXPRESSED
CREB3,58.13,94.7,EXPRESSED
PCDHB14,58.03,94.7,EXPRESSED
RELCH,57.91,94.7,EXPRESSED
ABHD18,57.88,94.7,EXPRESSED
JUP,57.83,94.7,EXPRESSED
PSMC6,57.75,94.7,EXPRESSED
ZZEF1,57.73,94.7,EXPRESSED
CERCAM,57.72,94.7,EXPRESSED
SLC35D1,57.56,94.7,EXPRESSED
NFE2L2,57.45,94.7,EXPRESSED
ALDH6A1,57.39,94.7,EXPRESSED
SCD,57.33,94.7,EXPRESSED
OMG,57.23,94.6,EXPRESSED
SEMA3C,57.19,94.6,EXPRESSED
INTS1,56.81,94.6,EXPRESSED
FOLR1,56.79,94.6,EXPRESSED
TMEM267,56.69,94.6,EXPRESSED
PTPN4,56.61,94.6,EXPRESSED
LRP12,56.57,94.6,EXPRESSED
LCLAT1,56.57,94.6,EXPRESSED
IQGAP2,56.53,94.6,EXPRESSED
MYO1C,56.5,94.6,EXPRESSED
DOP1A,56.46,94.6,EXPRESSED
SPRYD3,56.39,94.6,EXPRESSED
ASH2L,56.38,94.6,EXPRESSED
RALGAPA2,56.33,94.6,EXPRESSED
PLD1,56.3,94.6,EXPRESSED
SLC4A4,56.23,94.6,EXPRESSED
SLC36A1,56.19,94.6,EXPRESSED
FNBP1,56.16,94.6,EXPRESSED
ACOT9,56.09,94.6,EXPRESSED
SVIL,56.0,94.5,EXPRESSED
GAB2,55.99,94.5,EXPRESSED
TLR2,55.97,94.5,EXPRESSED
ZMYM5,55.94,94.5,EXPRESSED
C5AR1,55.9,94.5,EXPRESSED
AKT3,55.9,94.5,EXPRESSED
DIS3L,55.88,94.5,EXPRESSED
STIP1,55.88,94.5,EXPRESSED
BCL2L13,55.78,94.5,EXPRESSED
PAWR,55.78,94.5,EXPRESSED
C3AR1,55.77,94.5,EXPRESSED
NDUFB4,55.77,94.5,EXPRESSED
CAVIN2,55.77,94.5,EXPRESSED
MRS2,55.76,94.5,EXPRESSED
CPE,55.73,94.5,EXPRESSED
HCFC2,55.65,94.5,EXPRESSED
ADAM28,55.65,94.5,EXPRESSED
PXDN,55.6,94.5,EXPRESSED
AGPAT2,55.55,94.5,EXPRESSED
ACSS1,55.54,94.5,EXPRESSED
PLXDC2,55.47,94.5,EXPRESSED
ATXN3,55.41,94.5,EXPRESSED
WDR11,55.32,94.5,EXPRESSED
PCDHB8,55.24,94.5,EXPRESSED
UBAC1,55.18,94.5,EXPRESSED
SETDB1,55.13,94.5,EXPRESSED
MIA2,55.06,94.5,EXPRESSED
ICMT,55.04,94.4,EXPRESSED
STEAP2,55.02,94.4,EXPRESSED
FBXL17,54.99,94.4,EXPRESSED
LRCH3,54.96,94.4,EXPRESSED
MARVELD1,54.96,94.4,EXPRESSED
EDA2R,54.92,94.4,EXPRESSED
B3GALT2,54.87,94.4,EXPRESSED
REPS1,54.87,94.4,EXPRESSED
CAV2,54.86,94.4,EXPRESSED
BMT2,54.85,94.4,EXPRESSED
ADGRA2,54.83,94.4,EXPRESSED
MLF2,54.78,94.4,EXPRESSED
CDH15,54.75,94.4,EXPRESSED
ARAF,54.64,94.4,EXPRESSED
GPR4,54.62,94.4,EXPRESSED
ARL6IP1,54.62,94.4,EXPRESSED
HYLS1,54.61,94.4,EXPRESSED
ZNF277,54.61,94.4,EXPRESSED
ADPGK,54.61,94.4,EXPRESSED
ATP6V1H,54.6,94.4,EXPRESSED
NDUFB11,54.58,94.4,EXPRESSED
RASGEF1B,54.58,94.4,EXPRESSED
LDLRAD3,54.58,94.4,EXPRESSED
SLC39A11,54.57,94.4,EXPRESSED
CYC1,54.4,94.4,EXPRESSED
LGALS8,54.34,94.4,EXPRESSED
SLC25A40,54.32,94.4,EXPRESSED
PDLIM1,54.3,94.4,EXPRESSED
CD58,54.23,94.4,EXPRESSED
MPHOSPH9,54.17,94.4,EXPRESSED
POFUT1,54.11,94.4,EXPRESSED
TBC1D19,54.03,94.4,EXPRESSED
LPIN1,54.02,94.4,EXPRESSED
CLIP2,53.97,94.3,EXPRESSED
PTCH1,53.96,94.3,EXPRESSED
HMOX1,53.88,94.3,EXPRESSED
CLPTM1,53.85,94.3,EXPRESSED
DNAJC14,53.84,94.3,EXPRESSED
FABP3,53.84,94.3,EXPRESSED
NGLY1,53.82,94.3,EXPRESSED
C1orf54,53.66,94.3,EXPRESSED
IL2RA,53.65,94.3,EXPRESSED
TMEM260,53.64,94.3,EXPRESSED
ITGA1,53.63,94.3,EXPRESSED
PCDHGB1,53.61,94.3,EXPRESSED
DZIP3,53.6,94.3,EXPRESSED
TM7SF3,53.59,94.3,EXPRESSED
SLC39A8,53.54,94.3,EXPRESSED
TMX2,53.48,94.3,EXPRESSED
GGT7,53.47,94.3,EXPRESSED
ADCY6,53.44,94.3,EXPRESSED
COPRS,53.42,94.3,EXPRESSED
SCAMP2,53.37,94.3,EXPRESSED
SSPN,53.35,94.3,EXPRESSED
MADD,53.33,94.3,EXPRESSED
PMEPA1,53.31,94.3,EXPRESSED
GALNT10,53.23,94.3,EXPRESSED
LBR,53.11,94.3,EXPRESSED
ABCC1,53.1,94.3,EXPRESSED
NIPA2,53.01,94.3,EXPRESSED
NFXL1,52.99,94.3,EXPRESSED
DYM,52.98,94.3,EXPRESSED
CDK16,52.95,94.3,EXPRESSED
SLC25A38,52.93,94.3,EXPRESSED
OMA1,52.8,94.3,EXPRESSED
ADAMTS1,52.77,94.2,EXPRESSED
SPRY1,52.72,94.2,EXPRESSED
SLC37A3,52.71,94.2,EXPRESSED
UBE2A,52.66,94.2,EXPRESSED
GNB4,52.61,94.2,EXPRESSED
SYK,52.55,94.2,EXPRESSED
GPR52,52.4,94.2,EXPRESSED
SMAD2,52.39,94.2,EXPRESSED
TEX261,52.36,94.2,EXPRESSED
OCIAD2,52.34,94.2,EXPRESSED
CYB5B,52.33,94.2,EXPRESSED
GPR82,52.33,94.2,EXPRESSED
ZNF717,52.29,94.2,EXPRESSED
SIK3,52.26,94.2,EXPRESSED
DHRS3,52.13,94.2,EXPRESSED
SHISA5,52.1,94.2,EXPRESSED
F3,52.06,94.2,EXPRESSED
TOR1AIP2,52.06,94.2,EXPRESSED
CLEC1A,52.0,94.2,EXPRESSED
MOSPD1,51.97,94.2,EXPRESSED
PTGIS,51.96,94.2,EXPRESSED
UST,51.86,94.2,EXPRESSED
LMBRD2,51.86,94.2,EXPRESSED
TAPBP,51.84,94.2,EXPRESSED
TXNDC11,51.78,94.2,EXPRESSED
WDR33,51.77,94.1,EXPRESSED
PHACTR2,51.75,94.1,EXPRESSED
TENM1,51.69,94.1,EXPRESSED
CRLF3,51.69,94.1,EXPRESSED
SLC35B3,51.69,94.1,EXPRESSED
ROBO2,51.69,94.1,EXPRESSED
EMP3,51.64,94.1,EXPRESSED
TAS2R31,51.6,94.1,EXPRESSED
TAPT1,51.5,94.1,EXPRESSED
PTK7,51.47,94.1,EXPRESSED
STOML2,51.46,94.1,EXPRESSED
DCAF17,51.39,94.1,EXPRESSED
CHIC1,51.37,94.1,EXPRESSED
FASN,51.36,94.1,EXPRESSED
CCDC15,51.29,94.1,EXPRESSED
CDK2,51.22,94.1,EXPRESSED
BZW2,51.19,94.1,EXPRESSED
GNG2,51.05,94.1,EXPRESSED
STIM1,51.04,94.1,EXPRESSED
CCDC28A,50.78,94.1,EXPRESSED
STX8,50.72,94.1,EXPRESSED
PKN1,50.71,94.1,EXPRESSED
P3H1,50.67,94.1,EXPRESSED
SMG6,50.63,94.1,EXPRESSED
TMEM60,50.46,94.1,EXPRESSED
HLA-DPB1,50.44,94.1,EXPRESSED
FMO3,50.43,94.1,EXPRESSED
ERMARD,50.4,94.0,EXPRESSED
GARS1,50.39,94.0,EXPRESSED
NDC1,50.39,94.0,EXPRESSED
ARMCX5,50.37,94.0,EXPRESSED
INPP5A,50.3,94.0,EXPRESSED
DOLK,50.28,94.0,EXPRESSED
ANO10,50.26,94.0,EXPRESSED
RASSF2,50.21,94.0,EXPRESSED
GPC1,50.21,94.0,EXPRESSED
SLC12A7,50.18,94.0,EXPRESSED
GPC6,50.03,94.0,EXPRESSED
VAMP8,50.01,94.0,EXPRESSED
SPI1,49.9,94.0,EXPRESSED
TFG,49.9,94.0,EXPRESSED
IKBIP,49.81,94.0,EXPRESSED
CEP55,49.8,94.0,EXPRESSED
NCKAP1,49.74,94.0,EXPRESSED
MANBAL,49.73,94.0,EXPRESSED
LNPK,49.7,94.0,EXPRESSED
LAMTOR1,49.69,94.0,EXPRESSED
IDH3G,49.64,94.0,EXPRESSED
MRPL44,49.61,94.0,EXPRESSED
ARMC10,49.58,94.0,EXPRESSED
ACP2,49.57,94.0,EXPRESSED
CLPTM1L,49.54,94.0,EXPRESSED
ZFP90,49.51,94.0,EXPRESSED
SLF1,49.5,94.0,EXPRESSED
TMCO3,49.49,94.0,EXPRESSED
SPRY2,49.48,94.0,EXPRESSED
LRRC59,49.45,94.0,EXPRESSED
HTATIP2,49.25,93.9,EXPRESSED
SIGMAR1,49.2,93.9,EXPRESSED
RNF180,49.17,93.9,EXPRESSED
DCBLD2,49.16,93.9,EXPRESSED
LPIN2,49.12,93.9,EXPRESSED
PCDHGB5,49.1,93.9,EXPRESSED
ABCA5,49.1,93.9,EXPRESSED
NCK1,49.09,93.9,EXPRESSED
NAB1,48.94,93.9,EXPRESSED
EPB41L3,48.93,93.9,EXPRESSED
PCDHB16,48.92,93.9,EXPRESSED
CXCL16,48.9,93.9,EXPRESSED
UBAC2,48.88,93.9,EXPRESSED
SLC16A7,48.8,93.9,EXPRESSED
HIGD2A,48.8,93.9,EXPRESSED
SGCD,48.76,93.9,EXPRESSED
SEC11C,48.54,93.9,EXPRESSED
ZNF503,48.53,93.9,EXPRESSED
CTSZ,48.52,93.9,EXPRESSED
FOCAD,48.37,93.9,EXPRESSED
BTN3A3,48.35,93.8,EXPRESSED
PRPS1,48.34,93.8,EXPRESSED
JAM2,48.33,93.8,EXPRESSED
SOCS5,48.3,93.8,EXPRESSED
SIL1,48.3,93.8,EXPRESSED
SELENON,48.28,93.8,EXPRESSED
ANKRD13A,48.27,93.8,EXPRESSED
FADS1,48.25,93.8,EXPRESSED
CANT1,48.23,93.8,EXPRESSED
RBL1,48.21,93.8,EXPRESSED
MBTPS2,48.19,93.8,EXPRESSED
DBN1,48.09,93.8,EXPRESSED
SLC35B4,48.05,93.8,EXPRESSED
PTPN2,48.04,93.8,EXPRESSED
IGDCC4,47.97,93.8,EXPRESSED
ORC3,47.92,93.8,EXPRESSED
ADGRL4,47.77,93.8,EXPRESSED
STX17,47.76,93.8,EXPRESSED
CERS5,47.72,93.8,EXPRESSED
CHST15,47.69,93.8,EXPRESSED
PHACTR4,47.65,93.8,EXPRESSED
NDUFB3,47.63,93.8,EXPRESSED
NRCAM,47.62,93.8,EXPRESSED
HERC4,47.61,93.8,EXPRESSED
MARK3,47.56,93.8,EXPRESSED
ERMN,47.55,93.8,EXPRESSED
ULK4,47.5,93.8,EXPRESSED
CLCN5,47.49,93.8,EXPRESSED
FCGRT,47.45,93.8,EXPRESSED
DYNC1LI1,47.43,93.8,EXPRESSED
EMB,47.38,93.7,EXPRESSED
GABBR1,47.35,93.7,EXPRESSED
DPM3,47.27,93.7,EXPRESSED
WBP1L,47.16,93.7,EXPRESSED
THY1,47.1,93.7,EXPRESSED
RALBP1,47.05,93.7,EXPRESSED
MOSMO,46.98,93.7,EXPRESSED
PPIL3,46.92,93.7,EXPRESSED
HMGCS1,46.9,93.7,EXPRESSED
PTPRJ,46.9,93.7,EXPRESSED
ASAH1,46.86,93.7,EXPRESSED
SLC41A1,46.81,93.7,EXPRESSED
PRRG1,46.78,93.7,EXPRESSED
ARL14EP,46.76,93.7,EXPRESSED
RAPH1,46.73,93.7,EXPRESSED
LMF2,46.72,93.7,EXPRESSED
RETSAT,46.67,93.7,EXPRESSED
GUK1,46.66,93.7,EXPRESSED
OR13H1,46.66,93.7,EXPRESSED
JAKMIP2,46.65,93.7,EXPRESSED
INTS2,46.63,93.7,EXPRESSED
TTYH3,46.63,93.7,EXPRESSED
SIAE,46.61,93.7,EXPRESSED
C18orf21,46.58,93.7,EXPRESSED
SCARF2,46.47,93.6,EXPRESSED
PCDHGA5,46.45,93.6,EXPRESSED
EMP2,46.43,93.6,EXPRESSED
PCDHB3,46.42,93.6,EXPRESSED
SLC1A3,46.37,93.6,EXPRESSED
ST3GAL1,46.34,93.6,EXPRESSED
NAGA,46.33,93.6,EXPRESSED
NSFL1C,46.27,93.6,EXPRESSED
TGFA,46.25,93.6,EXPRESSED
STX7,46.24,93.6,EXPRESSED
MOSPD2,46.22,93.6,EXPRESSED
SPTLC2,46.16,93.6,EXPRESSED
PCDHGB3,45.99,93.6,EXPRESSED
RYR2,45.8,93.6,EXPRESSED
SEC61A2,45.8,93.6,EXPRESSED
TMUB1,45.76,93.6,EXPRESSED
NIPAL2,45.7,93.6,EXPRESSED
APH1A,45.66,93.6,EXPRESSED
PEX13,45.64,93.6,EXPRESSED
SLC12A6,45.64,93.6,EXPRESSED
DNASE2,45.6,93.6,EXPRESSED
CASK,45.58,93.6,EXPRESSED
PKP4,45.57,93.6,EXPRESSED
IFI6,45.57,93.6,EXPRESSED
TRPC1,45.46,93.5,EXPRESSED
UXS1,45.35,93.5,EXPRESSED
TMEM203,45.22,93.5,EXPRESSED
HPS3,45.19,93.5,EXPRESSED
GPAT4,45.17,93.5,EXPRESSED
NIPA1,45.16,93.5,EXPRESSED
IL4R,45.1,93.5,EXPRESSED
LRRN3,45.04,93.5,EXPRESSED
LRRC4,45.02,93.5,EXPRESSED
ABHD12,45.01,93.5,EXPRESSED
HEPH,44.96,93.5,EXPRESSED
STARD4,44.92,93.5,EXPRESSED
SLC44A5,44.82,93.5,EXPRESSED
NDUFS2,44.81,93.5,EXPRESSED
CD81,44.69,93.5,EXPRESSED
CERS2,44.63,93.5,EXPRESSED
FBH1,44.51,93.5,EXPRESSED
SNX9,44.42,93.5,EXPRESSED
CORO2B,44.41,93.5,EXPRESSED
ETAA1,44.4,93.5,EXPRESSED
COX14,44.38,93.5,EXPRESSED
LRRC8A,44.29,93.5,EXPRESSED
DBNL,44.25,93.5,EXPRESSED
TMCC1,44.23,93.4,EXPRESSED
SIPA1L1,44.2,93.4,EXPRESSED
ADAM19,44.17,93.4,EXPRESSED
C8orf33,44.17,93.4,EXPRESSED
SPPL3,44.17,93.4,EXPRESSED
MICA,44.17,93.4,EXPRESSED
DNAJC5,44.08,93.4,EXPRESSED
SDF2L1,44.07,93.4,EXPRESSED
UTP20,44.05,93.4,EXPRESSED
IGKV3-11,44.03,93.4,EXPRESSED
DERL1,44.0,93.4,EXPRESSED
PEX3,43.94,93.4,EXPRESSED
RECK,43.92,93.4,EXPRESSED
SSR4,43.91,93.4,EXPRESSED
NUDC,43.91,93.4,EXPRESSED
SMIM20,43.9,93.4,EXPRESSED
COA3,43.86,93.4,EXPRESSED
PDIA5,43.82,93.4,EXPRESSED
FKBP7,43.75,93.4,EXPRESSED
CHPF2,43.68,93.4,EXPRESSED
PCDHB6,43.67,93.4,EXPRESSED
RHBDD2,43.67,93.4,EXPRESSED
HLA-DMA,43.65,93.4,EXPRESSED
PLPP1,43.62,93.4,EXPRESSED
EHD4,43.59,93.4,EXPRESSED
PLEKHH2,43.59,93.4,EXPRESSED
CNST,43.52,93.4,EXPRESSED
LNX2,43.5,93.4,EXPRESSED
DONSON,43.48,93.4,EXPRESSED
PCDHB7,43.34,93.3,EXPRESSED
THAP4,43.29,93.3,EXPRESSED
SMCO4,43.19,93.3,EXPRESSED
SMAP1,43.19,93.3,EXPRESSED
ZDHHC16,43.16,93.3,EXPRESSED
CNTN4,43.1,93.3,EXPRESSED
TBC1D9B,43.09,93.3,EXPRESSED
CHST3,43.07,93.3,EXPRESSED
EFNA5,43.05,93.3,EXPRESSED
EIF2AK3,43.03,93.3,EXPRESSED
HINT1,43.03,93.3,EXPRESSED
AREL1,43.01,93.3,EXPRESSED
SLC9B2,42.96,93.3,EXPRESSED
SLC12A4,42.93,93.3,EXPRESSED
MYD88,42.9,93.3,EXPRESSED
MGST3,42.81,93.3,EXPRESSED
ZBTB11,42.76,93.3,EXPRESSED
HMGCR,42.74,93.3,EXPRESSED
TM2D1,42.72,93.3,EXPRESSED
VMA21,42.68,93.3,EXPRESSED
ACKR3,42.66,93.3,EXPRESSED
GSK3B,42.63,93.3,EXPRESSED
UQCRQ,42.58,93.3,EXPRESSED
C1orf162,42.56,93.3,EXPRESSED
TMEM204,42.42,93.3,EXPRESSED
FAP,42.37,93.3,EXPRESSED
PPFIA1,42.35,93.3,EXPRESSED
ARHGAP15,42.32,93.2,EXPRESSED
FMO4,42.32,93.2,EXPRESSED
SMIM19,42.3,93.2,EXPRESSED
NEK3,42.29,93.2,EXPRESSED
PCDHGB7,42.25,93.2,EXPRESSED
FUT11,42.24,93.2,EXPRESSED
CPPED1,42.23,93.2,EXPRESSED
SEPSECS,42.21,93.2,EXPRESSED
JAGN1,42.2,93.2,EXPRESSED
NEMP2,42.11,93.2,EXPRESSED
SGPL1,42.09,93.2,EXPRESSED
NPFFR2,42.09,93.2,EXPRESSED
TMEM220,42.08,93.2,EXPRESSED
PKIG,42.0,93.2,EXPRESSED
VPS50,41.98,93.2,EXPRESSED
TAS2R46,41.98,93.2,EXPRESSED
LARP4B,41.88,93.2,EXPRESSED
PARP6,41.87,93.2,EXPRESSED
CCDC66,41.87,93.2,EXPRESSED
BRAF,41.86,93.2,EXPRESSED
GPR135,41.79,93.2,EXPRESSED
TMEM181,41.74,93.2,EXPRESSED
ATP1B1,41.74,93.2,EXPRESSED
RNF121,41.72,93.2,EXPRESSED
CD44,41.71,93.2,EXPRESSED
TMEM45A,41.7,93.2,EXPRESSED
GAA,41.68,93.2,EXPRESSED
C14orf132,41.66,93.2,EXPRESSED
SLC29A1,41.66,93.2,EXPRESSED
NIBAN1,41.56,93.1,EXPRESSED
TATDN1,41.5,93.1,EXPRESSED
PMP22,41.48,93.1,EXPRESSED
EXOC3,41.43,93.1,EXPRESSED
SFXN1,41.41,93.1,EXPRESSED
LYN,41.34,93.1,EXPRESSED
SLC31A1,41.29,93.1,EXPRESSED
PALS1,41.25,93.1,EXPRESSED
SLC3A2,41.2,93.1,EXPRESSED
SIK2,41.14,93.1,EXPRESSED
TMEM14A,41.14,93.1,EXPRESSED
SLC36A4,41.07,93.1,EXPRESSED
BTRC,41.07,93.1,EXPRESSED
DGCR2,40.98,93.1,EXPRESSED
TMEM98,40.96,93.1,EXPRESSED
PSEN1,40.9,93.1,EXPRESSED
FZD7,40.87,93.1,EXPRESSED
NUP35,40.87,93.1,EXPRESSED
ERLEC1,40.81,93.0,EXPRESSED
TMEM19,40.8,93.0,EXPRESSED
SEMA4C,40.68,93.0,EXPRESSED
YIPF1,40.67,93.0,EXPRESSED
QSOX2,40.65,93.0,EXPRESSED
CLTB,40.64,93.0,EXPRESSED
LIPI,40.63,93.0,EXPRESSED
PTPN22,40.62,93.0,EXPRESSED
TAS2R13,40.58,93.0,EXPRESSED
SLC41A2,40.5,93.0,EXPRESSED
ADORA3,40.5,93.0,EXPRESSED
NPIPA5,40.45,93.0,EXPRESSED
ARMCX1,40.38,93.0,EXPRESSED
SCAMP1,40.38,93.0,EXPRESSED
TRABD,40.33,93.0,EXPRESSED
DCUN1D2,40.3,93.0,EXPRESSED
PCDHGA7,40.22,93.0,EXPRESSED
TBC1D2B,40.21,93.0,EXPRESSED
STMP1,40.21,93.0,EXPRESSED
GRAMD1B,40.14,93.0,EXPRESSED
ADCY9,40.13,93.0,EXPRESSED
UBE2C,40.11,93.0,EXPRESSED
ADGRE5,40.11,93.0,EXPRESSED
ZNF79,40.11,93.0,EXPRESSED
TMEM9,40.1,93.0,EXPRESSED
DENND5A,40.02,92.9,EXPRESSED
LRP5,40.02,92.9,EXPRESSED
SLC7A1,40.0,92.9,EXPRESSED
PIGW,39.97,92.9,EXPRESSED
CCR1,39.86,92.9,EXPRESSED
BFAR,39.86,92.9,EXPRESSED
TMEM63B,39.83,92.9,EXPRESSED
MAMDC2,39.79,92.9,EXPRESSED
PCDHB5,39.79,92.9,EXPRESSED
AMFR,39.76,92.9,EXPRESSED
CCNYL1,39.74,92.9,EXPRESSED
SORBS3,39.66,92.9,EXPRESSED
GPR176,39.64,92.9,EXPRESSED
NMT1,39.63,92.9,EXPRESSED
CMTR2,39.63,92.9,EXPRESSED
TOR3A,39.63,92.9,EXPRESSED
FGFRL1,39.57,92.9,EXPRESSED
PIP4P2,39.54,92.9,EXPRESSED
TPCN1,39.5,92.9,EXPRESSED
PPP1R3A,39.47,92.9,EXPRESSED
S1PR1,39.43,92.9,EXPRESSED
MTSS1,39.42,92.9,EXPRESSED
PTGFRN,39.41,92.9,EXPRESSED
ATP13A1,39.4,92.9,EXPRESSED
BET1L,39.37,92.9,EXPRESSED
TMEM184B,39.34,92.9,EXPRESSED
ATPSCKMT,39.29,92.9,EXPRESSED
PPP1CA,39.23,92.9,EXPRESSED
RER1,39.18,92.8,EXPRESSED
COX18,39.13,92.8,EXPRESSED
ARMCX2,39.12,92.8,EXPRESSED
FAM174A,39.11,92.8,EXPRESSED
PERP,38.99,92.8,EXPRESSED
NLGN4Y,38.98,92.8,EXPRESSED
SLC4A1AP,38.95,92.8,EXPRESSED
FLOT2,38.93,92.8,EXPRESSED
WDR86,38.91,92.8,EXPRESSED
SLC35A1,38.9,92.8,EXPRESSED
GPR180,38.86,92.8,EXPRESSED
ZSWIM1,38.85,92.8,EXPRESSED
SYNJ2BP,38.84,92.8,EXPRESSED
STEAP3,38.81,92.8,EXPRESSED
ARHGAP23,38.7,92.8,EXPRESSED
CAMLG,38.7,92.8,EXPRESSED
SAMD5,38.62,92.8,EXPRESSED
RNF103,38.6,92.8,EXPRESSED
TMEM87A,38.59,92.8,EXPRESSED
SIN3B,38.59,92.8,EXPRESSED
DXO,38.59,92.8,EXPRESSED
PLXNC1,38.56,92.8,EXPRESSED
FCGR2A,38.54,92.8,EXPRESSED
DCHS1,38.5,92.8,EXPRESSED
DOLPP1,38.47,92.8,EXPRESSED
SLC38A9,38.46,92.8,EXPRESSED
COX15,38.45,92.8,EXPRESSED
AKAP6,38.42,92.7,EXPRESSED
GPR158,38.41,92.7,EXPRESSED
EXOC7,38.41,92.7,EXPRESSED
EPSTI1,38.4,92.7,EXPRESSED
SLC25A43,38.39,92.7,EXPRESSED
ZSWIM8,38.39,92.7,EXPRESSED
TAS2R3,38.37,92.7,EXPRESSED
CALCRL,38.35,92.7,EXPRESSED
UQCC1,38.34,92.7,EXPRESSED
EDEM2,38.3,92.7,EXPRESSED
SLC7A8,38.29,92.7,EXPRESSED
ZNF227,38.29,92.7,EXPRESSED
IER3IP1,38.27,92.7,EXPRESSED
LENG1,38.22,92.7,EXPRESSED
NIF3L1,38.22,92.7,EXPRESSED
CD99L2,38.13,92.7,EXPRESSED
GPIHBP1,38.11,92.7,EXPRESSED
DIAPH3,38.03,92.7,EXPRESSED
FDFT1,38.03,92.7,EXPRESSED
LONRF1,38.01,92.7,EXPRESSED
ASTN1,38.0,92.7,EXPRESSED
PDIK1L,37.92,92.7,EXPRESSED
CNPY4,37.87,92.7,EXPRESSED
NCS1,37.83,92.7,EXPRESSED
EXTL2,37.79,92.7,EXPRESSED
PREB,37.65,92.7,EXPRESSED
SELENOS,37.65,92.7,EXPRESSED
TMEM242,37.64,92.7,EXPRESSED
SREBF2,37.62,92.7,EXPRESSED
CD320,37.61,92.6,EXPRESSED
ELAPOR2,37.61,92.6,EXPRESSED
ITGB3,37.58,92.6,EXPRESSED
MAPKAPK3,37.55,92.6,EXPRESSED
CD248,37.53,92.6,EXPRESSED
ALPL,37.48,92.6,EXPRESSED
ACBD5,37.42,92.6,EXPRESSED
MRPL58,37.41,92.6,EXPRESSED
HERC6,37.41,92.6,EXPRESSED
SLC22A15,37.39,92.6,EXPRESSED
INPP5F,37.38,92.6,EXPRESSED
SMO,37.38,92.6,EXPRESSED
LETM1,37.36,92.6,EXPRESSED
NOMO2,37.3,92.6,EXPRESSED
TMEM179B,37.3,92.6,EXPRESSED
ST3GAL6,37.3,92.6,EXPRESSED
ENDOD1,37.16,92.6,EXPRESSED
PEX11A,37.16,92.6,EXPRESSED
B3GNT9,37.14,92.6,EXPRESSED
TAS2R14,37.1,92.6,EXPRESSED
SLC25A23,37.05,92.6,EXPRESSED
PANX1,36.98,92.6,EXPRESSED
LEMD2,36.96,92.6,EXPRESSED
FRMD3,36.95,92.6,EXPRESSED
GPR108,36.93,92.6,EXPRESSED
PPP2R1B,36.92,92.6,EXPRESSED
POLE,36.92,92.6,EXPRESSED
PIGX,36.88,92.6,EXPRESSED
PRKCA,36.87,92.6,EXPRESSED
EVC,36.85,92.6,EXPRESSED
AGPAT1,36.84,92.6,EXPRESSED
AKAP1,36.84,92.6,EXPRESSED
EXD2,36.83,92.6,EXPRESSED
MYO5A,36.82,92.5,EXPRESSED
ARHGEF18,36.81,92.5,EXPRESSED
ATP5MC3,36.75,92.5,EXPRESSED
MOGS,36.74,92.5,EXPRESSED
DYSF,36.73,92.5,EXPRESSED
RHOJ,36.71,92.5,EXPRESSED
RAB8A,36.7,92.5,EXPRESSED
ZNF474,36.64,92.5,EXPRESSED
CSNK1D,36.64,92.5,EXPRESSED
NAGLU,36.62,92.5,EXPRESSED
ATR,36.61,92.5,EXPRESSED
VSIR,36.59,92.5,EXPRESSED
DAAM1,36.59,92.5,EXPRESSED
SC5D,36.57,92.5,EXPRESSED
NRM,36.55,92.5,EXPRESSED
TBC1D32,36.55,92.5,EXPRESSED
CLEC2D,36.52,92.5,EXPRESSED
TCIRG1,36.52,92.5,EXPRESSED
THAP12,36.51,92.5,EXPRESSED
ERGIC1,36.5,92.5,EXPRESSED
SERINC5,36.5,92.5,EXPRESSED
DNAJC15,36.48,92.5,EXPRESSED
ACKR4,36.47,92.5,EXPRESSED
CREB5,36.47,92.5,EXPRESSED
ERLIN2,36.46,92.5,EXPRESSED
SPAST,36.46,92.5,EXPRESSED
SELL,36.45,92.5,EXPRESSED
ARHGAP29,36.42,92.5,EXPRESSED
CYYR1,36.39,92.5,EXPRESSED
RMDN2,36.34,92.5,EXPRESSED
PIK3AP1,36.33,92.5,EXPRESSED
MGAT1,36.32,92.5,EXPRESSED
SLC5A12,36.32,92.5,EXPRESSED
SLC35F6,36.32,92.5,EXPRESSED
TSPAN7,36.28,92.4,EXPRESSED
FYB1,36.26,92.4,EXPRESSED
ABCC9,36.07,92.4,EXPRESSED
DENND1A,36.04,92.4,EXPRESSED
CNP,36.0,92.4,EXPRESSED
