gene,score,tier,modalities,mutated,tpm,surface,n_drugs,top_drugs,civic_levels,civic_therapies,cosmic_role,n_trials,driver,evidence_summary,tissue_specificity,housekeeping
COPG1,2,D,1,,159.4,,0,,,,,0,,"Overexpressed (159 TPM, p98)",Low tissue specificity,True
COX5A,2,D,1,,192.8,,0,,,,,0,,"Overexpressed (193 TPM, p99)",Tissue enhanced,False
COX5B,2,D,1,,165.9,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Tissue enhanced,False
CPEB4,2,D,1,,191.5,,0,,,,,0,,"Overexpressed (192 TPM, p99)",Low tissue specificity,True
CPNE3,2,D,1,,169.0,,0,,,,,0,,"Overexpressed (169 TPM, p98)",Low tissue specificity,True
CPQ,2,D,1,,159.8,,0,,,,,0,,"Overexpressed (160 TPM, p98)",Tissue enhanced,False
CPSF6,2,D,1,,324.2,,0,,,,,0,,"Overexpressed (324 TPM, p99)",Low tissue specificity,True
CREBBP,2,D,1,,247.4,,0,,,,,0,,"Overexpressed (247 TPM, p99)",Low tissue specificity,True
CREG1,2,D,1,,213.0,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Low tissue specificity,True
CRISPLD1,2,D,1,,263.9,,0,,,,,0,,"Overexpressed (264 TPM, p99)",Tissue enhanced,False
CRTAP,2,D,1,,421.8,,0,,,,,0,,"Overexpressed (422 TPM, p100)",Low tissue specificity,True
CSE1L,2,D,1,,164.5,,0,,,,,0,,"Overexpressed (164 TPM, p98)",Low tissue specificity,True
CSNK1G3,2,D,1,,227.0,,0,,,,,0,,"Overexpressed (227 TPM, p99)",Low tissue specificity,True
CST3,2,D,1,,373.4,,0,,,,,0,,"Overexpressed (373 TPM, p100)",Tissue enhanced,False
CSTB,2,D,1,,205.9,,0,,,,,0,,"Overexpressed (206 TPM, p99)",Tissue enriched,False
CTNNAL1,2,D,1,,289.3,,0,,,,,0,,"Overexpressed (289 TPM, p99)",Tissue enhanced,False
CTSB,2,D,1,,551.3,,0,,,,,0,,"Overexpressed (551 TPM, p100)",Tissue enhanced,False
CWF19L2,2,D,1,,188.0,,0,,,,,0,,"Overexpressed (188 TPM, p99)",Low tissue specificity,True
CXCL14,2,D,1,,429.8,,0,,,,,0,,"Overexpressed (430 TPM, p100)",Tissue enhanced,False
DAP,2,D,1,,513.5,,0,,,,,0,,"Overexpressed (514 TPM, p100)",Low tissue specificity,True
DAZAP2,2,D,1,,245.3,,0,,,,,0,,"Overexpressed (245 TPM, p99)",Low tissue specificity,True
DBI,2,D,1,,229.4,,0,,,,,0,,"Overexpressed (229 TPM, p99)",Low tissue specificity,True
DCAF5,2,D,1,,170.0,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
DCAF6,2,D,1,,258.8,,0,,,,,0,,"Overexpressed (259 TPM, p99)",Group enriched,False
DCN,2,D,1,,550.5,,0,,,,,0,,"Overexpressed (550 TPM, p100)",Low tissue specificity,True
DDIT3,2,D,1,,236.7,,0,,,,,0,,"Overexpressed (237 TPM, p99)",Low tissue specificity,True
DDIT4,2,D,1,,1105.7,,0,,,,,0,,"Overexpressed (1106 TPM, p100)",Low tissue specificity,True
DDX21,2,D,1,,201.0,,0,,,,,0,,"Overexpressed (201 TPM, p99)",Low tissue specificity,True
DDX24,2,D,1,,165.2,,0,,,,,0,,"Overexpressed (165 TPM, p98)",Low tissue specificity,False
DDX42,2,D,1,,198.8,,0,,,,,0,,"Overexpressed (199 TPM, p99)",Low tissue specificity,True
DDX5,2,D,1,,474.2,,0,,,,,0,,"Overexpressed (474 TPM, p100)",Low tissue specificity,True
DDX54,2,D,1,YES,30.1,,0,,,,,0,,Mutated (MODERATE) | Expressed (30 TPM),Low tissue specificity,True
DECR1,2,D,1,,190.1,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Tissue enhanced,False
DEFB131A,2,D,1,YES,,,0,,,,,0,,Mutated (MODERATE),Tissue enriched,False
DEK,2,D,1,,387.0,,0,,,,,0,,"Overexpressed (387 TPM, p100)",Low tissue specificity,True
DENND11,2,D,1,,226.5,,0,,,,,0,,"Overexpressed (226 TPM, p99)",Low tissue specificity,False
DHX15,2,D,1,,157.2,,0,,,,,0,,"Overexpressed (157 TPM, p98)",Low tissue specificity,True
DHX9,2,D,1,,245.6,,0,,,,,0,,"Overexpressed (246 TPM, p99)",Low tissue specificity,True
DIPK2A,2,D,1,,233.5,,0,,,,,0,,"Overexpressed (233 TPM, p99)",Low tissue specificity,True
DLC1,2,D,1,,187.1,,0,,,,,0,,"Overexpressed (187 TPM, p99)",Low tissue specificity,True
DLD,2,D,1,,160.0,,0,,,,,0,,"Overexpressed (160 TPM, p98)",Tissue enhanced,False
DLX3,2,D,1,,262.9,,0,,,,,0,,"Overexpressed (263 TPM, p99)",Tissue enriched,False
DLX5,2,D,1,,528.3,,0,,,,,0,,"Overexpressed (528 TPM, p100)",Tissue enhanced,False
DMP1,2,D,1,,267.6,,0,,,,,0,,"Overexpressed (268 TPM, p99)",Not detected,False
DMTF1,2,D,1,,181.6,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
DNAJA1,2,D,1,,201.0,,0,,,,,0,,"Overexpressed (201 TPM, p99)",Low tissue specificity,True
DROSHA,2,D,1,,182.3,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
DST,2,D,1,,601.3,,0,,,,,0,,"Overexpressed (601 TPM, p100)",Low tissue specificity,True
DUSP1,2,D,1,,230.9,,0,,,,,0,,"Overexpressed (231 TPM, p99)",Low tissue specificity,True
EAPP,2,D,1,,255.7,,0,,,,,0,,"Overexpressed (256 TPM, p99)",Low tissue specificity,True
EBF1,2,D,1,,225.4,,0,,,,,0,,"Overexpressed (225 TPM, p99)",Tissue enhanced,False
EBF2,2,D,1,YES,5.6,,0,,,,,0,,Mutated (MODERATE) | Expressed (6 TPM),Tissue enhanced,False
ECPAS,2,D,1,,322.3,,0,,,,,0,,"Overexpressed (322 TPM, p99)",Tissue enhanced,False
EDF1,2,D,1,,373.6,,0,,,,,0,,"Overexpressed (374 TPM, p100)",Low tissue specificity,True
EEA1,2,D,1,,253.7,,0,,,,,0,,"Overexpressed (254 TPM, p99)",Low tissue specificity,False
EEF1A1,2,D,1,,1181.2,,0,,,,,0,,"Overexpressed (1181 TPM, p100)",Low tissue specificity,True
EEF1B2,2,D,1,,501.4,,0,,,,,0,,"Overexpressed (501 TPM, p100)",Low tissue specificity,True
EFHD2,2,D,1,YES,47.8,,0,,,,,0,,Mutated (MODERATE) | Expressed (48 TPM),Low tissue specificity,True
EGR1,2,D,1,,366.0,,0,,,,,0,,"Overexpressed (366 TPM, p100)",Low tissue specificity,True
EID1,2,D,1,,553.7,,0,,,,,0,,"Overexpressed (554 TPM, p100)",Low tissue specificity,True
EIF1,2,D,1,,610.1,,0,,,,,0,,"Overexpressed (610 TPM, p100)",Low tissue specificity,True
EIF2A,2,D,1,,197.6,,0,,,,,0,,"Overexpressed (198 TPM, p99)",Low tissue specificity,True
EIF2AK1,2,D,1,,183.9,,0,,,,,0,,"Overexpressed (184 TPM, p99)",Low tissue specificity,True
EIF2AK2,2,D,1,,332.6,,0,,,,,0,,"Overexpressed (333 TPM, p99)",Low tissue specificity,True
EIF2S1,2,D,1,,229.1,,0,,,,,0,,"Overexpressed (229 TPM, p99)",Low tissue specificity,True
EIF2S2,2,D,1,,203.6,,0,,,,,0,,"Overexpressed (204 TPM, p99)",Low tissue specificity,True
EIF2S3,2,D,1,,778.1,,0,,,,,0,,"Overexpressed (778 TPM, p100)",Low tissue specificity,True
EIF3A,2,D,1,,622.4,,0,,,,,0,,"Overexpressed (622 TPM, p100)",Low tissue specificity,True
EIF3D,2,D,1,,330.7,,0,,,,,0,,"Overexpressed (331 TPM, p99)",Low tissue specificity,True
EIF3FP1,2,D,1,,161.0,,0,,,,,0,,"Overexpressed (161 TPM, p98)",,False
EIF3H,2,D,1,,441.1,,0,,,,,0,,"Overexpressed (441 TPM, p100)",Low tissue specificity,True
EIF3J,2,D,1,,174.7,,0,,,,,0,,"Overexpressed (175 TPM, p99)",Tissue enhanced,False
EIF4A2,2,D,1,,233.7,,0,,,,,0,,"Overexpressed (234 TPM, p99)",Low tissue specificity,True
EIF4G1,2,D,1,,166.7,,0,,,,,0,,"Overexpressed (167 TPM, p98)",Low tissue specificity,True
EIF4G2,2,D,1,,599.3,,0,,,,,0,,"Overexpressed (599 TPM, p100)",Low tissue specificity,True
EIF4G3,2,D,1,,184.9,,0,,,,,0,,"Overexpressed (185 TPM, p99)",Low tissue specificity,True
ELF1,2,D,1,,245.4,,0,,,,,0,,"Overexpressed (245 TPM, p99)",Tissue enhanced,False
ELK3,2,D,1,,163.3,,0,,,,,0,,"Overexpressed (163 TPM, p98)",Low tissue specificity,True
ELK4,2,D,1,,304.5,,0,,,,,0,,"Overexpressed (304 TPM, p99)",Low tissue specificity,True
ELL2,2,D,1,,475.2,,0,,,,,0,,"Overexpressed (475 TPM, p100)",Low tissue specificity,True
EMILIN1,2,D,1,,185.9,,0,,,,,0,,"Overexpressed (186 TPM, p99)",Low tissue specificity,False
EML4,2,D,1,,384.7,,0,,,,,0,,"Overexpressed (385 TPM, p100)",Low tissue specificity,True
ENPP2,2,D,1,,271.7,,0,,,,,0,,"Overexpressed (272 TPM, p99)",Tissue enriched,False
ENSG00000185641,2,D,1,,191.6,,0,,,,,0,,"Overexpressed (192 TPM, p99)",,False
EPAS1,2,D,1,,342.2,,0,,,,,0,,"Overexpressed (342 TPM, p99)",Tissue enhanced,False
EPDR1,2,D,1,,165.8,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Tissue enhanced,False
EPRS1,2,D,1,,266.2,,0,,,,,0,,"Overexpressed (266 TPM, p99)",Low tissue specificity,True
EPS15,2,D,1,,169.8,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
EPYC,2,D,1,,176.5,,0,,,,,0,,"Overexpressed (176 TPM, p99)",Tissue enriched,False
ERH,2,D,1,,309.1,,0,,,,,0,,"Overexpressed (309 TPM, p99)",Low tissue specificity,True
ERRFI1,2,D,1,,1256.4,,0,,,,,0,,"Overexpressed (1256 TPM, p100)",Tissue enhanced,False
ESCO1,2,D,1,,163.4,,0,,,,,0,,"Overexpressed (163 TPM, p98)",Low tissue specificity,True
ESF1,2,D,1,,309.6,,0,,,,,0,,"Overexpressed (310 TPM, p99)",Low tissue specificity,True
ESM1,2,D,1,,268.2,,0,,,,,0,,"Overexpressed (268 TPM, p99)",Tissue enhanced,False
ETS1,2,D,1,,628.9,,0,,,,,0,,"Overexpressed (629 TPM, p100)",Tissue enhanced,False
F13A1,2,D,1,,572.9,,0,,,,,0,,"Overexpressed (573 TPM, p100)",Tissue enhanced,False
FAM114A2,2,D,1,,234.0,,0,,,,,0,,"Overexpressed (234 TPM, p99)",Low tissue specificity,True
FAM120A,2,D,1,,224.7,,0,,,,,0,,"Overexpressed (225 TPM, p99)",Low tissue specificity,True
FAM120B,2,D,1,,200.7,,0,,,,,0,,"Overexpressed (201 TPM, p99)",Low tissue specificity,True
FAM13B,2,D,1,,198.0,,0,,,,,0,,"Overexpressed (198 TPM, p99)",Low tissue specificity,True
FAM20C,2,D,1,,192.3,,0,,,,,0,,"Overexpressed (192 TPM, p99)",Low tissue specificity,True
FAM3C,2,D,1,,260.6,,0,,,,,0,,"Overexpressed (261 TPM, p99)",Low tissue specificity,True
FAU,2,D,1,,246.5,,0,,,,,0,,"Overexpressed (246 TPM, p99)",Low tissue specificity,True
FBXL5,2,D,1,,260.1,,0,,,,,0,,"Overexpressed (260 TPM, p99)",Low tissue specificity,True
FBXO32,2,D,1,,523.9,,0,,,,,0,,"Overexpressed (524 TPM, p100)",Tissue enriched,False
FBXO33,2,D,1,YES,39.9,,0,,,,,0,,Mutated (MODERATE) | Expressed (40 TPM),Tissue enhanced,False
FBXW7,2,D,1,,194.4,,0,,,,,0,,"Overexpressed (194 TPM, p99)",Tissue enhanced,False
FEM1B,2,D,1,,284.7,,0,,,,,0,,"Overexpressed (285 TPM, p99)",Low tissue specificity,True
FEM1C,2,D,1,,165.0,,0,,,,,0,,"Overexpressed (165 TPM, p98)",Tissue enhanced,False
FERMT2,2,D,1,,190.8,,0,,,,,0,,"Overexpressed (191 TPM, p99)",Low tissue specificity,False
FGL2,2,D,1,,167.8,,0,,,,,0,,"Overexpressed (168 TPM, p98)",Tissue enhanced,False
FHOD3,2,D,1,,177.1,,0,,,,,0,,"Overexpressed (177 TPM, p99)",Tissue enhanced,False
FKBP5,2,D,1,,2504.8,,0,,,,,0,,"Overexpressed (2505 TPM, p100)",Tissue enhanced,False
FMN1,2,D,1,,162.0,,0,,,,,0,,"Overexpressed (162 TPM, p98)",Tissue enhanced,False
FN1,2,D,1,,3998.0,,0,,,,,0,,"Overexpressed (3998 TPM, p100)",Tissue enhanced,False
FNBP4,2,D,1,,186.8,,0,,,,,0,,"Overexpressed (187 TPM, p99)",Low tissue specificity,True
FNIP1,2,D,1,,232.8,,0,,,,,0,,"Overexpressed (233 TPM, p99)",Low tissue specificity,True
FOSL2,2,D,1,,330.8,,0,,,,,0,,"Overexpressed (331 TPM, p99)",Low tissue specificity,True
FOXC1,2,D,1,,290.8,,0,,,,,0,,"Overexpressed (291 TPM, p99)",Group enriched,False
FOXJ3,2,D,1,,291.0,,0,,,,,0,,"Overexpressed (291 TPM, p99)",Low tissue specificity,True
FRMPD1,2,D,1,YES,0.0,,0,,,,,0,,Mutated (MODERATE),Tissue enriched,False
FRMPD4,2,D,1,YES,0.0,,0,,,,,0,,Mutated (MODERATE),Group enriched,False
FSTL1,2,D,1,,206.3,,0,,,,,0,,"Overexpressed (206 TPM, p99)",Low tissue specificity,True
FTL,2,D,1,,237.5,,0,,,,,0,,"Overexpressed (238 TPM, p99)",Tissue enhanced,False
FUBP1,2,D,1,,185.7,,0,,,,,0,,"Overexpressed (186 TPM, p99)",Low tissue specificity,True
FUBP3,2,D,1,,287.1,,0,,,,,0,,"Overexpressed (287 TPM, p99)",Low tissue specificity,True
FUS,2,D,1,,195.9,,0,,,,,0,,"Overexpressed (196 TPM, p99)",Low tissue specificity,True
FXR1,2,D,1,,168.4,,0,,,,,0,,"Overexpressed (168 TPM, p98)",Group enriched,False
GABARAPL2,2,D,1,,185.0,,0,,,,,0,,"Overexpressed (185 TPM, p99)",Low tissue specificity,True
GADD45B,2,D,1,,222.6,,0,,,,,0,,"Overexpressed (223 TPM, p99)",Low tissue specificity,True
GATAD2B,2,D,1,,201.6,,0,,,,,0,,"Overexpressed (202 TPM, p99)",Low tissue specificity,True
GBE1,2,D,1,,317.1,,0,,,,,0,,"Overexpressed (317 TPM, p99)",Tissue enhanced,False
GLCE,2,D,1,,201.4,,0,,,,,0,,"Overexpressed (201 TPM, p99)",Tissue enhanced,False
GNL3,2,D,1,,248.0,,0,,,,,0,,"Overexpressed (248 TPM, p99)",Low tissue specificity,True
GOLGA4,2,D,1,,353.2,,0,,,,,0,,"Overexpressed (353 TPM, p100)",Low tissue specificity,True
GOLM1,2,D,1,,196.3,,0,,,,,0,,"Overexpressed (196 TPM, p99)",Tissue enhanced,False
GOLPH3,2,D,1,,541.0,,0,,,,,0,,"Overexpressed (541 TPM, p100)",Low tissue specificity,True
GOPC,2,D,1,,189.5,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Low tissue specificity,True
GPKOW,2,D,1,,165.7,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Low tissue specificity,True
GRN,2,D,1,,291.0,,0,,,,,0,,"Overexpressed (291 TPM, p99)",Low tissue specificity,True
GSN,2,D,1,,170.8,,0,,,,,0,,"Overexpressed (171 TPM, p98)",Tissue enhanced,False
GSPT1,2,D,1,,169.5,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
GSR,2,D,1,,253.4,,0,,,,,0,,"Overexpressed (253 TPM, p99)",Low tissue specificity,True
GTF2A1,2,D,1,,182.5,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
GTF3C5,2,D,1,YES,42.1,,0,,,,,0,,Mutated (MODERATE) | Expressed (42 TPM),Low tissue specificity,True
GXYLT2,2,D,1,,508.5,,0,,,,,0,,"Overexpressed (509 TPM, p100)",Low tissue specificity,False
H1-3,2,D,1,,174.7,,0,,,,,0,,"Overexpressed (175 TPM, p99)",Tissue enhanced,False
H1-4,2,D,1,,531.0,,0,,,,,0,,"Overexpressed (531 TPM, p100)",Tissue enriched,False
H2AC12,2,D,1,,431.5,,0,,,,,0,,"Overexpressed (432 TPM, p100)",Tissue enriched,False
H2AC14,2,D,1,,295.8,,0,,,,,0,,"Overexpressed (296 TPM, p99)",Tissue enriched,False
H2AC20,2,D,1,,631.0,,0,,,,,0,,"Overexpressed (631 TPM, p100)",Tissue enriched,False
H2AC6,2,D,1,,402.4,,0,,,,,0,,"Overexpressed (402 TPM, p100)",Low tissue specificity,False
H2BC12,2,D,1,,396.0,,0,,,,,0,,"Overexpressed (396 TPM, p100)",Low tissue specificity,False
H2BC21,2,D,1,,225.8,,0,,,,,0,,"Overexpressed (226 TPM, p99)",Low tissue specificity,True
H2BC5,2,D,1,,484.0,,0,,,,,0,,"Overexpressed (484 TPM, p100)",Low tissue specificity,True
H2BC8,2,D,1,,236.0,,0,,,,,0,,"Overexpressed (236 TPM, p99)",Low tissue specificity,False
H3C2,2,D,1,,542.4,,0,,,,,0,,"Overexpressed (542 TPM, p100)",Group enriched,False
H4C3,2,D,1,,170.5,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Tissue enhanced,False
H4C4,2,D,1,,181.0,,0,,,,,0,,"Overexpressed (181 TPM, p99)",Tissue enhanced,False
H4C5,2,D,1,,218.7,,0,,,,,0,,"Overexpressed (219 TPM, p99)",Low tissue specificity,False
HADHA,2,D,1,,340.6,,0,,,,,0,,"Overexpressed (341 TPM, p99)",Tissue enhanced,False
HADHB,2,D,1,,159.5,,0,,,,,0,,"Overexpressed (160 TPM, p98)",Tissue enhanced,False
HAPLN1,2,D,1,,557.3,,0,,,,,0,,"Overexpressed (557 TPM, p100)",Tissue enriched,False
HBP1,2,D,1,,199.5,,0,,,,,0,,"Overexpressed (199 TPM, p99)",Low tissue specificity,True
HDGF,2,D,1,,249.3,,0,,,,,0,,"Overexpressed (249 TPM, p99)",Low tissue specificity,True
HDLBP,2,D,1,,343.0,,0,,,,,0,,"Overexpressed (343 TPM, p99)",Low tissue specificity,True
HECA,2,D,1,,309.3,,0,,,,,0,,"Overexpressed (309 TPM, p99)",Low tissue specificity,True
HERC1,2,D,1,,226.5,,0,,,,,0,,"Overexpressed (226 TPM, p99)",Low tissue specificity,True
HIF1A,2,D,1,,982.5,,0,,,,,0,,"Overexpressed (982 TPM, p100)",Tissue enhanced,False
HIVEP2,2,D,1,,208.1,,0,,,,,0,,"Overexpressed (208 TPM, p99)",Low tissue specificity,True
HMGA2-AS1,2,D,1,,338.7,,0,,,,,0,,"Overexpressed (339 TPM, p99)",,False
HMGB2,2,D,1,,440.1,,0,,,,,0,,"Overexpressed (440 TPM, p100)",Group enriched,False
HMGN3,2,D,1,,268.8,,0,,,,,0,,"Overexpressed (269 TPM, p99)",Low tissue specificity,True
HMGN4,2,D,1,,281.7,,0,,,,,0,,"Overexpressed (282 TPM, p99)",Low tissue specificity,True
HNRNPA1,2,D,1,,1112.6,,0,,,,,0,,"Overexpressed (1113 TPM, p100)",Low tissue specificity,True
HNRNPAB,2,D,1,,270.2,,0,,,,,0,,"Overexpressed (270 TPM, p99)",Low tissue specificity,True
HNRNPC,2,D,1,,539.4,,0,,,,,0,,"Overexpressed (539 TPM, p100)",Low tissue specificity,True
HNRNPD,2,D,1,,277.0,,0,,,,,0,,"Overexpressed (277 TPM, p99)",Low tissue specificity,True
HNRNPDL,2,D,1,,483.9,,0,,,,,0,,"Overexpressed (484 TPM, p100)",Low tissue specificity,True
HNRNPF,2,D,1,,262.4,,0,,,,,0,,"Overexpressed (262 TPM, p99)",Low tissue specificity,True
HNRNPH1,2,D,1,,523.9,,0,,,,,0,,"Overexpressed (524 TPM, p100)",Low tissue specificity,True
HNRNPH2,2,D,1,,250.3,,0,,,,,0,,"Overexpressed (250 TPM, p99)",Low tissue specificity,True
HNRNPH3,2,D,1,,279.0,,0,,,,,0,,"Overexpressed (279 TPM, p99)",Low tissue specificity,True
HNRNPK,2,D,1,,341.4,,0,,,,,0,,"Overexpressed (341 TPM, p99)",Low tissue specificity,True
HNRNPM,2,D,1,,239.4,,0,,,,,0,,"Overexpressed (239 TPM, p99)",Low tissue specificity,True
HNRNPR,2,D,1,,257.9,,0,,,,,0,,"Overexpressed (258 TPM, p99)",Low tissue specificity,True
HNRNPU,2,D,1,,166.4,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Low tissue specificity,True
HP1BP3,2,D,1,,198.0,,0,,,,,0,,"Overexpressed (198 TPM, p99)",Low tissue specificity,True
HSP90AA1,2,D,1,,2607.9,,0,,,,,0,,"Overexpressed (2608 TPM, p100)",Low tissue specificity,True
HSPA1B,2,D,1,,2292.4,,0,,,,,0,,"Overexpressed (2292 TPM, p100)",Low tissue specificity,False
HSPA4,2,D,1,,305.0,,0,,,,,0,,"Overexpressed (305 TPM, p99)",Low tissue specificity,True
HSPA6,2,D,1,,212.6,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Tissue enhanced,False
HSPA8,2,D,1,,1519.7,,0,,,,,0,,"Overexpressed (1520 TPM, p100)",Low tissue specificity,True
HSPA9,2,D,1,,186.0,,0,,,,,0,,"Overexpressed (186 TPM, p99)",Low tissue specificity,True
HSPG2,2,D,1,,234.2,,0,,,,,0,,"Overexpressed (234 TPM, p99)",Tissue enhanced,False
HSPH1,2,D,1,,262.3,,0,,,,,0,,"Overexpressed (262 TPM, p99)",Low tissue specificity,True
HTATSF1,2,D,1,,223.6,,0,,,,,0,,"Overexpressed (224 TPM, p99)",Low tissue specificity,True
IBSP,2,D,1,,4344.0,,0,,,,,0,,"Overexpressed (4344 TPM, p100)",Tissue enhanced,False
ID1,2,D,1,,208.5,,0,,,,,0,,"Overexpressed (209 TPM, p99)",Low tissue specificity,True
ID3,2,D,1,,190.2,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Tissue enhanced,False
IFI16,2,D,1,,270.3,,0,,,,,0,,"Overexpressed (270 TPM, p99)",Low tissue specificity,True
IFI44,2,D,1,,237.6,,0,,,,,0,,"Overexpressed (238 TPM, p99)",Tissue enhanced,False
IGFBP3,2,D,1,,237.6,,0,,,,,0,,"Overexpressed (238 TPM, p99)",Tissue enhanced,False
IGFBP7,2,D,1,,852.3,,0,,,,,0,,"Overexpressed (852 TPM, p100)",Tissue enhanced,False
IGKC,2,D,1,,1447.2,,0,,,,,0,,"Overexpressed (1447 TPM, p100)",Tissue enhanced,False
IGLC2,2,D,1,,208.5,,0,,,,,0,,"Overexpressed (209 TPM, p99)",Tissue enhanced,False
IGSF10,2,D,1,,223.8,,0,,,,,0,,"Overexpressed (224 TPM, p99)",Tissue enhanced,False
IK,2,D,1,,170.6,,0,,,,,0,,"Overexpressed (171 TPM, p98)",Low tissue specificity,True
ILF2,2,D,1,,307.1,,0,,,,,0,,"Overexpressed (307 TPM, p99)",Low tissue specificity,True
IMMT,2,D,1,,294.9,,0,,,,,0,,"Overexpressed (295 TPM, p99)",Tissue enhanced,False
INSC,2,D,1,,225.0,,0,,,,,0,,"Overexpressed (225 TPM, p99)",Tissue enriched,False
INTS13,2,D,1,,188.5,,0,,,,,0,,"Overexpressed (189 TPM, p99)",Low tissue specificity,True
IPO7,2,D,1,,289.1,,0,,,,,0,,"Overexpressed (289 TPM, p99)",Low tissue specificity,True
IREB2,2,D,1,,165.9,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Low tissue specificity,True
IRF2BP2,2,D,1,,182.1,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
IRX5,2,D,1,,169.9,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Tissue enhanced,False
IVNS1ABP,2,D,1,,226.5,,0,,,,,0,,"Overexpressed (226 TPM, p99)",Tissue enriched,False
JAK1,2,D,1,,163.6,,0,,,,,0,,"Overexpressed (164 TPM, p98)",Low tissue specificity,True
JMJD1C,2,D,1,,837.9,,0,,,,,0,,"Overexpressed (838 TPM, p100)",Low tissue specificity,True
JMY,2,D,1,,189.9,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Low tissue specificity,True
JUN,2,D,1,,273.4,,0,,,,,0,,"Overexpressed (273 TPM, p99)",Low tissue specificity,True
KCTD12,2,D,1,,1610.6,,0,,,,,0,,"Overexpressed (1611 TPM, p100)",Low tissue specificity,True
KCTD20,2,D,1,,278.3,,0,,,,,0,,"Overexpressed (278 TPM, p99)",Low tissue specificity,True
KCTD3,2,D,1,,249.2,,0,,,,,0,,"Overexpressed (249 TPM, p99)",Low tissue specificity,True
KDM7A,2,D,1,,192.9,,0,,,,,0,,"Overexpressed (193 TPM, p99)",Low tissue specificity,False
KERA,2,D,1,,915.1,,0,,,,,0,,"Overexpressed (915 TPM, p100)",Not detected,False
KHDC4,2,D,1,,177.0,,0,,,,,0,,"Overexpressed (177 TPM, p99)",Low tissue specificity,True
KHDRBS1,2,D,1,,520.5,,0,,,,,0,,"Overexpressed (520 TPM, p100)",Low tissue specificity,True
KIAA1217,2,D,1,,187.5,,0,,,,,0,,"Overexpressed (188 TPM, p99)",Tissue enhanced,False
KIF5B,2,D,1,,522.7,,0,,,,,0,,"Overexpressed (523 TPM, p100)",Low tissue specificity,True
KLF10,2,D,1,,384.5,,0,,,,,0,,"Overexpressed (385 TPM, p100)",Low tissue specificity,True
KLF2,2,D,1,,162.6,,0,,,,,0,,"Overexpressed (163 TPM, p98)",Low tissue specificity,False
KLF3,2,D,1,,197.3,,0,,,,,0,,"Overexpressed (197 TPM, p99)",Low tissue specificity,True
KLF6,2,D,1,,449.8,,0,,,,,0,,"Overexpressed (450 TPM, p100)",Tissue enhanced,False
KLHDC3,2,D,1,,213.2,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Tissue enhanced,False
KLHL24,2,D,1,,163.2,,0,,,,,0,,"Overexpressed (163 TPM, p98)",Low tissue specificity,True
KLHL33,2,D,1,YES,0.1,,0,,,,,0,,Mutated (MODERATE),Group enriched,False
KPNB1,2,D,1,,205.5,,0,,,,,0,,"Overexpressed (206 TPM, p99)",Low tissue specificity,True
KRCC1,2,D,1,,343.8,,0,,,,,0,,"Overexpressed (344 TPM, p100)",Low tissue specificity,True
KRT37,2,D,1,YES,,,0,,,,,0,,Mutated (MODERATE),Tissue enriched,False
LAMB1,2,D,1,,298.8,,0,,,,,0,,"Overexpressed (299 TPM, p99)",Tissue enhanced,False
LAMB2,2,D,1,,217.4,,0,,,,,0,,"Overexpressed (217 TPM, p99)",Low tissue specificity,True
LAMTOR3,2,D,1,,205.8,,0,,,,,0,,"Overexpressed (206 TPM, p99)",Low tissue specificity,True
LAMTOR5,2,D,1,,217.3,,0,,,,,0,,"Overexpressed (217 TPM, p99)",Low tissue specificity,True
LCE1B,2,D,1,YES,0.1,,0,,,,,0,,Mutated (MODERATE),Tissue enriched,False
LDHA,2,D,1,,290.0,,0,,,,,0,,"Overexpressed (290 TPM, p99)",Low tissue specificity,True
LEF1,2,D,1,,246.6,,0,,,,,0,,"Overexpressed (247 TPM, p99)",Tissue enriched,False
LEO1,2,D,1,,319.2,,0,,,,,0,,"Overexpressed (319 TPM, p99)",Low tissue specificity,True
LGALS1,2,D,1,,233.3,,0,,,,,0,,"Overexpressed (233 TPM, p99)",Low tissue specificity,True
